Temperatura_C,Humedad_Aire_PCT,Humedad_Suelo_PCT,Luz_Analog,Nivel_Tanque_PCT,Bomba_Agua,Luz_UV_PWM
29.8,78.6,45.4,1922,8.8,0,135
25.2,61.8,80.1,1285,86.0,0,174
25.0,70.2,77.2,3756,59.1,0,21
27.0,78.4,92.0,534,90.2,0,221
27.7,78.1,53.3,2950,68.8,0,71
25.9,63.1,10.0,3447,97.1,1,40
19.5,67.3,58.9,1084,51.0,0,187
22.1,72.4,77.8,1379,63.9,0,169
29.1,63.2,9.3,3904,57.6,1,11
20.7,79.4,17.3,645,48.4,0,214
22.5,78.3,1.2,23,84.6,1,253
23.2,63.3,59.4,1316,64.5,0,173
23.3,62.4,88.7,556,80.1,0,220
25.4,61.7,67.1,2738,78.6,0,84
29.3,78.2,98.2,355,19.1,0,232
20.9,63.9,6.3,2007,65.0,1,130
19.5,68.3,90.3,869,20.0,0,200
20.4,69.0,81.4,2988,58.3,0,68
28.6,72.0,31.4,574,67.7,1,219
25.7,61.4,97.4,28,99.7,0,253
21.4,64.5,28.8,2404,3.1,0,105
27.8,78.6,88.9,364,9.1,0,232
28.3,78.2,88.1,2655,7.7,0,89
28.2,75.6,75.8,408,39.8,0,229
29.0,60.4,56.3,3337,82.2,0,47
21.0,66.5,12.0,1314,84.4,1,173
27.1,72.6,53.2,2614,73.7,0,92
23.5,65.5,35.7,1176,89.7,1,181
28.1,78.2,79.2,218,32.3,0,241
26.7,72.7,75.8,2220,8.8,0,116
27.3,61.4,91.1,607,5.8,0,217
25.9,78.2,1.5,3706,85.2,1,24
20.1,79.2,80.9,1035,73.0,0,190
24.5,61.6,93.8,1539,69.9,0,159
29.8,70.6,78.9,3433,34.0,0,41
29.2,66.1,13.0,857,38.0,0,201
18.5,67.9,8.1,1602,95.8,1,155
20.0,63.6,2.1,2704,6.4,0,86
19.6,71.6,62.9,968,77.4,0,194
26.7,79.2,63.0,1500,31.0,0,161
27.8,70.1,98.7,3648,3.9,0,27
20.6,61.7,39.8,1105,74.3,1,186
24.1,72.4,33.2,1640,33.1,0,152
28.1,66.8,62.4,1716,72.2,0,148
26.8,77.1,82.6,3411,70.8,0,42
24.5,68.7,93.7,2488,53.5,0,100
25.1,63.9,80.3,616,77.7,0,216
24.1,63.8,42.7,225,58.1,1,240
21.6,75.4,63.5,2418,28.7,0,104
24.8,65.3,85.6,27,73.4,0,253
26.3,75.3,49.1,3055,58.9,1,64
28.5,64.1,21.7,994,1.3,0,193
25.6,66.4,17.0,15,90.2,1,254
27.1,69.3,0.0,3348,54.6,1,46
19.9,78.9,71.8,332,86.9,0,234
23.5,78.6,11.1,482,88.3,1,224
18.1,64.1,24.4,3881,44.5,0,13
21.0,67.2,29.8,565,50.8,1,219
26.7,63.0,56.0,3359,41.6,0,45
29.9,70.2,39.8,2161,44.9,0,120
19.2,69.2,67.5,2085,89.5,0,125
22.8,78.0,5.6,453,78.8,1,226
27.6,78.6,12.4,3953,12.7,0,8
20.4,67.7,49.9,2789,61.0,1,81
24.7,69.8,33.7,165,99.6,1,244
26.8,77.9,29.6,2741,59.6,1,84
25.4,76.1,6.7,4027,78.6,1,4
20.3,60.1,89.6,2252,76.9,0,114
22.3,66.4,69.2,877,35.0,0,200
27.4,68.4,12.2,244,37.2,0,239
24.7,64.6,6.5,1894,72.4,1,137
18.1,64.0,97.5,1356,50.0,0,170
27.1,60.8,68.1,942,57.1,0,196
18.4,72.9,41.7,3467,71.3,1,39
26.9,65.3,70.2,2868,77.8,0,76
20.4,61.0,75.6,2554,27.2,0,95
29.5,64.6,78.0,1952,14.7,0,133
22.4,76.0,47.8,2971,29.2,0,69
21.9,77.0,43.0,3192,50.8,1,56
19.8,69.7,1.1,1282,34.2,0,175
21.7,68.3,92.7,1745,56.8,0,146
28.5,79.6,60.3,409,5.3,0,229
30.0,64.0,20.3,2357,51.0,1,108
22.4,64.3,92.0,3879,36.8,0,13
23.4,65.8,91.5,3777,53.5,0,19
26.7,63.5,98.9,2115,42.3,0,123
28.6,67.6,87.4,2161,28.4,0,120
25.1,78.2,99.8,2267,90.4,0,113
22.7,72.3,24.5,2267,18.5,0,113
23.0,68.2,84.2,1496,68.1,0,161
26.3,78.7,82.3,2777,92.5,0,82
18.0,61.0,23.1,2796,53.9,1,80
25.4,64.2,9.8,2990,87.6,1,68
22.3,71.3,97.9,385,12.5,0,231
27.5,72.3,29.6,3369,49.4,0,45
19.1,60.8,87.1,929,45.7,0,197
25.1,68.1,0.4,3677,0.8,0,26
23.8,73.0,2.1,3324,44.3,0,48
25.7,74.0,46.6,404,36.9,0,229
18.8,72.8,23.9,491,67.0,1,224
25.0,66.4,69.0,356,93.8,0,232
24.7,61.9,56.6,3499,8.6,0,37
24.7,68.5,7.7,214,32.7,0,241
25.2,62.6,16.3,4064,44.4,0,1
26.1,79.0,38.8,1403,45.5,0,167
27.7,69.5,18.6,3841,77.5,1,15
21.2,66.3,79.2,3930,44.3,0,10
27.9,75.3,41.6,751,2.7,0,208
24.0,70.0,9.3,826,71.0,1,203
18.9,66.2,48.4,1237,88.5,1,177
18.7,76.2,9.1,1121,51.4,1,185
22.0,77.3,12.9,2575,58.1,1,94
27.4,73.5,24.0,2963,16.3,0,70
26.5,60.9,86.0,665,22.1,0,213
27.5,71.3,92.5,3599,23.5,0,30
24.2,75.3,82.6,2757,43.1,0,83
23.3,62.7,33.4,2028,92.8,1,128
19.8,64.6,27.2,3691,52.2,1,25
21.9,77.6,54.9,2582,19.2,0,94
23.2,60.4,72.2,553,26.6,0,220
19.1,75.1,99.3,1572,38.4,0,157
20.6,69.5,13.2,327,62.3,1,234
25.2,68.9,4.9,2949,44.0,0,71
26.8,60.1,69.4,1188,39.2,0,181
30.0,76.4,83.2,3187,56.5,0,56
29.2,67.2,84.6,149,24.2,0,245
25.7,70.8,67.8,3589,7.9,0,31
23.1,73.5,95.4,4085,2.4,0,0
25.6,74.1,51.1,1055,25.1,0,189
27.4,79.1,91.4,656,9.2,0,214
19.4,70.6,96.8,2853,33.6,0,77
22.9,68.0,84.7,1936,77.3,0,134
28.1,79.1,31.0,292,71.6,1,236
22.6,72.8,19.6,2966,61.1,1,70
24.9,66.0,54.8,2736,85.3,0,84
25.1,62.5,45.3,956,28.2,0,195
20.2,76.9,87.8,3248,88.5,0,52
22.3,67.2,10.0,1084,39.9,0,187
22.0,73.2,25.8,1612,40.1,0,154
18.3,69.4,75.2,415,40.5,0,229
18.3,64.0,9.5,3454,9.8,0,39
28.0,72.0,32.1,2645,97.5,1,90
21.3,61.2,38.7,3774,13.9,0,19
24.2,68.3,62.3,2054,34.1,0,127
21.6,70.9,15.8,917,31.9,0,197
29.3,68.7,86.1,84,7.5,0,249
21.1,75.0,44.8,2821,15.2,0,79
23.2,76.6,91.7,956,4.5,0,195
28.5,75.4,46.8,1421,29.2,0,166
28.1,60.8,27.5,1935,86.7,1,134
20.2,63.9,14.2,1794,33.9,0,143
27.6,70.7,0.4,1416,12.4,0,166
23.5,78.7,53.2,1070,64.6,0,188
23.8,76.7,10.7,3412,99.7,1,42
19.6,76.9,39.2,1521,23.2,0,160
19.0,66.1,58.9,2653,28.0,0,89
26.7,68.6,27.6,1501,97.2,1,161
24.0,69.4,17.5,4091,17.9,0,0
23.2,63.1,77.5,2473,51.1,0,101
26.8,60.6,94.7,2473,24.0,0,101
27.2,78.9,10.0,735,93.2,1,209
19.9,64.8,15.6,2838,98.2,1,78
25.3,64.8,96.0,2562,81.5,0,95
19.6,61.7,3.8,1152,31.5,0,183
27.0,78.6,97.8,3906,40.3,0,11
25.9,71.6,0.5,1272,24.2,0,175
29.5,73.3,87.4,740,89.1,0,208
18.8,78.2,30.7,1862,91.5,1,139
18.7,66.9,93.9,130,41.9,0,246
21.4,72.4,31.7,1763,65.7,1,145
21.1,60.8,65.4,1712,16.6,0,148
21.0,63.7,8.0,322,43.5,0,234
28.9,76.6,24.2,822,63.1,1,203
21.0,75.3,77.4,3971,38.5,0,7
21.3,67.0,52.9,542,35.8,0,221
27.1,67.5,92.8,2113,0.1,0,123
23.4,70.7,42.9,2765,80.4,1,82
27.3,60.0,87.0,3172,88.9,0,57
18.8,64.8,44.9,1855,96.9,1,139
23.9,64.2,97.9,2078,71.9,0,125
18.4,65.0,96.0,884,54.9,0,199
18.8,76.1,32.9,190,26.9,0,243
28.9,65.6,88.6,3649,99.9,0,27
19.7,63.8,84.8,414,59.0,0,229
24.4,70.1,21.1,1838,68.1,1,140
22.9,77.3,62.4,2794,68.2,0,81
22.2,64.8,7.3,1813,84.5,1,142
28.8,61.6,83.7,3785,1.0,0,19
18.3,67.1,17.5,3571,22.0,0,32
26.0,75.0,7.1,3933,66.6,1,10
29.6,71.0,40.0,1760,89.5,1,145
24.7,76.3,57.7,3666,68.5,0,26
29.2,79.2,85.5,1069,41.3,0,188
18.6,75.9,97.4,3160,36.2,0,58
23.0,72.1,43.9,1721,73.8,1,147
21.1,69.9,6.0,374,74.1,1,231
26.8,60.8,74.9,3772,60.7,0,20
29.8,79.7,56.5,3317,29.1,0,48
21.1,67.7,44.8,557,92.5,1,220
25.9,63.0,30.9,1280,55.2,1,175
20.4,73.3,50.2,3423,79.0,0,41
24.8,65.7,33.9,1944,21.4,0,133
23.6,71.7,75.7,1596,34.4,0,155
29.7,71.7,54.4,1128,87.5,0,184
25.3,68.9,87.7,1360,5.0,0,170
22.2,76.7,54.4,3597,51.2,0,31
19.4,65.3,23.8,1324,48.2,0,172
19.8,69.0,85.1,1100,75.1,0,186
20.7,70.8,55.7,1534,28.2,0,159
21.0,73.3,20.7,1253,21.9,0,176
28.2,75.7,62.4,1702,92.6,0,149
24.7,67.9,35.8,2625,57.2,1,91
24.3,72.9,84.4,31,10.5,0,253
19.4,63.0,45.3,1631,19.3,0,153
28.3,78.7,72.6,57,99.9,0,251
26.7,67.7,9.6,1127,19.6,0,184
18.8,74.6,39.6,311,61.0,1,235
26.5,60.4,98.3,3717,42.0,0,23
24.5,64.1,80.8,1752,88.6,0,145
19.0,69.7,16.0,3138,75.5,1,59
23.5,77.6,27.8,2001,59.7,1,130
23.8,70.5,33.0,2737,1.1,0,84
20.0,78.6,65.0,1397,88.0,0,168
29.3,69.7,75.7,1782,44.5,0,144
28.2,69.8,75.0,3877,93.2,0,13
26.0,62.4,51.0,2282,49.6,0,112
23.5,76.1,81.1,2690,69.4,0,87
22.9,64.9,43.7,3183,6.9,0,56
25.8,78.0,12.4,1412,74.5,1,167
24.5,78.2,56.4,1431,33.8,0,165
18.7,78.9,95.2,3125,35.1,0,60
24.2,70.4,79.3,801,11.9,0,205
27.7,73.5,57.9,238,14.7,0,240
23.5,75.6,64.7,1775,18.6,0,144
18.6,62.6,93.1,1318,32.8,0,172
27.4,72.0,42.8,111,89.2,1,248
20.4,60.7,33.1,3159,36.8,0,58
21.1,70.0,97.7,3811,72.4,0,17
20.0,63.1,86.3,2523,8.3,0,97
22.0,63.7,32.3,2351,59.1,1,108
27.1,67.3,46.4,1328,48.2,0,172
24.2,68.6,41.5,289,97.8,1,237
20.5,72.5,14.9,2255,84.6,1,114
28.5,61.5,95.8,2915,45.5,0,73
28.6,70.1,40.4,3974,77.5,1,7
28.4,63.7,87.5,1809,19.3,0,142
20.9,71.5,18.9,581,56.2,1,218
23.4,72.7,54.8,369,7.5,0,232
29.8,71.1,2.4,219,34.8,0,241
27.3,74.8,76.4,3302,22.6,0,49
18.3,66.7,58.1,2849,71.9,0,77
18.8,75.3,62.6,2866,49.0,0,76
23.6,68.7,5.2,1896,75.1,1,136
28.9,69.7,21.1,348,51.5,1,233
24.5,73.0,7.4,2302,8.6,0,111
24.0,60.4,28.9,451,73.5,1,226
19.3,73.1,62.7,2189,83.3,0,118
25.9,72.4,56.6,3140,90.4,0,59
27.9,66.2,61.2,88,57.2,0,249
22.6,61.7,54.9,870,75.4,0,200
27.3,61.8,27.3,1159,75.2,1,182
29.6,78.5,24.5,3726,15.6,0,22
20.4,73.8,13.7,2042,16.4,0,127
24.3,62.5,84.9,1874,7.1,0,138
21.4,67.1,61.6,3770,32.0,0,20
27.5,71.8,18.7,522,47.4,0,222
24.9,76.7,17.7,2707,99.8,1,86
25.6,60.9,87.3,2998,43.1,0,68
27.6,64.7,74.3,3875,72.6,0,13
22.8,77.8,65.9,3921,69.3,0,10
29.0,60.2,40.7,909,20.4,0,198
24.4,64.0,26.2,441,5.9,0,227
19.9,79.2,97.9,37,54.6,0,252
26.4,72.3,79.7,1880,70.0,0,137
27.5,65.2,30.2,3279,99.8,1,50
21.8,61.3,84.8,209,35.9,0,241
28.3,60.6,75.9,2560,89.6,0,95
28.9,64.9,29.7,3431,38.2,0,41
21.3,77.6,42.7,1600,68.9,1,155
29.8,68.3,18.6,3072,59.8,1,63
19.7,74.4,11.1,3826,5.3,0,16
20.4,78.4,72.3,980,7.8,0,193
20.2,68.2,26.8,380,2.1,0,231
28.7,63.8,82.0,2875,37.1,0,75
25.9,70.3,99.6,1560,74.6,0,157
19.8,78.2,7.7,2906,17.3,0,74
23.3,76.1,47.3,393,60.6,1,230
25.4,61.3,80.2,1073,28.9,0,188
19.0,73.9,78.9,395,79.7,0,230
28.6,71.4,76.0,3931,79.8,0,10
27.6,78.1,34.9,1776,77.5,1,144
24.1,62.4,45.4,2079,52.5,1,125
29.6,70.7,59.5,544,28.5,0,221
23.0,77.6,97.4,2759,80.9,0,83
29.8,68.2,32.8,3305,18.6,0,49
26.0,69.6,92.3,3097,29.0,0,62
25.6,61.4,26.9,3625,18.4,0,29
20.0,65.6,98.9,3505,67.4,0,36
28.6,66.5,67.0,1084,68.6,0,187
23.1,78.9,46.4,552,65.3,1,220
19.9,65.7,61.3,1464,41.6,0,163
18.2,69.2,27.3,1153,10.0,0,183
24.7,73.4,27.4,3938,91.1,1,9
24.3,63.2,11.4,1377,50.8,1,169
26.6,69.7,11.4,2245,40.7,0,115
28.7,74.8,34.8,2846,58.9,1,77
19.0,77.3,76.3,1686,19.3,0,150
26.8,72.5,60.8,1739,13.3,0,146
20.2,73.4,10.3,693,40.6,0,211
28.3,62.5,85.2,3442,22.7,0,40
27.8,78.9,60.1,3995,24.4,0,6
24.5,62.7,96.1,3790,89.3,0,18
26.5,75.5,67.0,2194,53.1,0,118
21.8,65.3,17.5,1739,48.3,0,146
23.7,78.7,47.4,497,68.9,1,224
27.9,74.4,64.8,2095,95.2,0,124
23.5,75.1,2.8,2817,11.2,0,79
22.3,64.4,1.5,2698,83.4,1,86
23.9,68.9,12.9,1195,58.4,1,180
27.9,72.4,25.2,612,14.6,0,216
22.0,75.4,43.0,2746,29.7,0,84
20.1,62.1,48.7,3967,48.2,0,7
26.5,79.2,13.8,1338,69.1,1,171
27.9,77.8,67.3,375,24.3,0,231
19.2,65.4,59.6,805,53.5,0,204
20.9,76.5,29.4,920,68.5,1,197
19.7,70.4,1.4,874,44.9,0,200
22.2,69.2,7.8,3604,86.3,1,30
23.4,66.3,39.2,2857,86.9,1,77
27.0,71.6,15.4,1443,47.1,0,165
25.8,74.6,37.7,2952,97.3,1,71
25.5,68.2,62.8,1419,7.6,0,166
22.2,72.6,54.7,1545,0.3,0,158
28.1,74.0,23.1,1210,38.1,0,179
23.7,74.2,34.4,1005,60.1,1,192
29.7,61.0,61.4,3716,62.9,0,23
25.6,77.2,86.1,2080,47.6,0,125
19.5,69.2,75.3,2116,12.5,0,123
26.1,65.2,55.3,591,17.0,0,218
21.9,64.8,36.2,1214,85.2,1,179
26.2,69.7,36.5,2148,86.8,1,121
18.8,77.7,87.9,1508,67.4,0,161
20.1,67.6,3.9,1308,66.4,1,173
28.3,75.0,98.8,913,59.8,0,198
20.7,61.9,66.4,2780,20.3,0,81
28.0,69.5,68.1,389,42.8,0,230
21.4,79.8,3.8,3636,69.6,1,28
25.7,75.4,60.6,4049,53.7,0,2
26.3,64.2,48.5,159,1.9,0,245
24.2,70.0,10.6,891,95.4,1,199
21.7,64.7,27.8,3625,84.5,1,29
20.6,68.2,89.0,1070,26.1,0,188
18.4,75.6,55.0,3230,61.6,0,53
21.6,75.4,41.3,1469,92.3,1,163
25.8,64.6,7.3,695,9.6,0,211
29.3,78.4,71.4,757,50.3,0,207
28.5,71.9,70.3,2570,45.6,0,94
27.2,67.6,61.4,3737,41.0,0,22
27.5,70.0,51.0,2779,83.6,0,81
26.0,72.1,43.4,2202,38.1,0,117
21.1,71.2,59.3,338,6.4,0,233
28.9,69.7,23.3,1976,6.6,0,131
26.0,70.1,94.1,3436,4.3,0,41
24.7,63.5,58.9,794,40.9,0,205
19.3,76.3,31.1,1722,71.8,1,147
23.4,70.8,45.0,1597,20.4,0,155
23.5,62.6,80.6,3219,64.6,0,54
28.4,75.3,16.2,898,68.7,1,199
24.6,78.6,29.3,1167,25.5,0,182
22.6,78.9,68.0,102,60.1,0,248
29.7,67.4,31.5,2859,68.5,1,76
19.3,62.7,79.3,92,46.7,0,249
23.1,70.4,13.0,974,33.7,0,194
18.5,62.3,76.3,3357,61.9,0,45
26.9,78.7,6.8,1447,97.8,1,164
29.0,63.7,1.3,118,42.7,0,247
21.4,65.1,89.8,2032,39.2,0,128
28.3,68.1,58.1,4032,46.4,0,3
21.5,67.7,35.2,2076,7.6,0,125
28.9,75.9,23.3,3060,55.3,1,64
27.0,69.1,61.7,1534,32.9,0,159
27.7,63.4,50.9,3101,12.1,0,61
18.2,65.3,99.2,2919,46.6,0,73
29.6,70.2,98.3,1389,0.3,0,168
26.7,62.9,63.5,2847,40.2,0,77
21.7,72.2,44.3,3209,10.6,0,55
28.0,71.3,49.1,474,2.4,0,225
21.4,74.3,68.2,2610,82.4,0,92
28.5,78.8,10.2,3463,91.6,1,39
19.4,78.2,32.8,434,20.8,0,227
26.4,78.9,7.5,2851,53.9,1,77
24.5,64.9,7.3,1257,27.8,0,176
19.2,62.6,19.6,54,49.4,0,251
20.9,66.0,48.5,930,43.7,0,197
18.1,77.9,78.5,1315,26.9,0,173
23.6,79.4,48.5,2799,70.0,1,80
21.6,77.2,33.5,311,12.6,0,235
25.2,62.2,8.2,1571,5.3,0,157
21.6,78.9,55.0,3160,76.8,0,58
21.6,68.5,27.1,3283,66.6,1,50
26.9,60.2,61.5,956,49.9,0,195
18.6,68.8,97.7,2365,46.8,0,107
28.8,60.9,11.1,4083,49.7,0,0
28.2,70.9,21.2,1900,43.7,0,136
26.0,66.8,47.3,756,39.3,0,207
25.1,69.5,96.9,2512,50.0,0,98
28.7,72.3,77.2,3158,52.9,0,58
20.2,77.4,89.8,1432,69.2,0,165
18.9,73.2,33.4,1263,71.1,1,176
20.9,68.7,99.2,1855,37.8,0,139
27.5,76.4,10.3,2747,41.4,0,83
18.4,78.1,5.3,3128,37.4,0,60
25.0,62.4,85.6,3184,53.7,0,56
29.9,70.6,92.7,2782,45.3,0,81
28.3,65.7,9.1,1093,89.0,1,186
24.3,60.9,11.3,2786,69.6,1,81
18.8,73.4,3.3,2815,89.9,1,79
28.0,77.3,10.5,3763,70.9,1,20
25.2,63.3,20.9,3255,97.1,1,52
19.4,76.2,97.0,3774,63.6,0,19
19.1,77.1,66.8,4035,96.4,0,3
28.9,78.3,77.9,743,15.8,0,208
26.0,65.3,77.6,2323,5.2,0,110
28.0,78.1,53.5,232,57.9,0,240
28.5,66.4,79.7,2101,98.3,0,124
24.9,71.0,59.6,256,41.8,0,239
24.2,61.0,31.5,2028,21.2,0,128
23.2,60.9,56.1,2137,52.2,0,121
21.8,74.4,53.4,1761,64.9,0,145
23.2,68.9,82.3,3830,31.5,0,16
27.3,65.1,98.2,1929,71.5,0,134
25.2,63.8,41.1,3734,97.5,1,22
28.7,73.4,76.3,1458,89.7,0,164
23.3,60.0,10.0,1648,29.2,0,152
25.3,76.1,77.7,407,32.7,0,229
25.6,61.6,37.1,3340,37.2,0,47
25.1,63.8,3.9,1692,39.5,0,149
26.4,67.7,36.3,1977,10.0,0,131
20.8,69.7,61.1,2413,76.2,0,104
24.1,67.1,11.9,3930,36.5,0,10
19.3,66.4,92.4,2398,88.0,0,105
22.6,79.3,7.8,1322,92.7,1,172
23.9,72.8,93.0,1929,2.4,0,134
25.8,60.5,70.7,1182,98.9,0,181
29.4,68.6,33.0,2534,71.0,1,97
25.2,77.5,39.1,841,52.0,1,202
26.9,66.0,74.1,983,39.0,0,193
24.1,61.9,60.1,1760,51.9,0,145
25.6,75.2,67.2,3597,32.5,0,31
18.9,72.1,38.9,1378,62.3,1,169
21.1,71.4,48.8,620,9.3,0,216
22.3,61.1,99.0,929,62.1,0,197
23.7,62.8,21.4,2448,27.5,0,102
18.5,72.5,41.8,3476,1.8,0,38
19.7,64.2,29.2,3167,55.3,1,57
21.3,70.1,76.5,1730,57.8,0,147
29.7,70.9,76.4,2617,42.7,0,92
22.0,65.7,29.2,974,7.2,0,194
23.8,79.0,8.1,391,89.3,1,230
20.4,76.8,1.1,351,61.1,1,233
25.3,74.4,42.7,2853,11.6,0,77
21.4,61.6,41.0,1689,51.1,1,149
20.5,62.1,98.8,575,49.7,0,219
24.2,69.9,47.0,1693,6.0,0,149
18.1,63.2,25.6,2824,60.7,1,79
18.1,79.6,89.1,2680,80.8,0,88
20.6,63.2,49.1,1311,74.9,1,173
18.4,69.7,59.9,522,20.3,0,222
19.3,67.3,9.6,725,86.2,1,209
22.1,72.8,38.3,161,34.3,0,244
27.6,62.6,94.4,3688,94.7,0,25
24.9,68.6,59.0,1937,7.2,0,134
24.2,65.5,34.5,658,48.6,0,214
21.5,77.8,62.6,3253,59.7,0,52
29.2,60.8,91.0,2897,24.8,0,74
22.8,78.3,27.4,1572,77.1,1,157
19.0,76.7,50.5,2129,62.7,0,122
25.4,66.0,95.9,523,1.8,0,222
19.4,75.8,17.2,3,60.8,1,254
22.1,60.6,72.0,2542,49.1,0,96
24.1,79.3,61.4,1578,19.6,0,156
28.5,70.5,68.0,3994,99.6,0,6
23.9,66.1,35.1,1074,89.7,1,188
26.4,67.3,31.4,1284,29.3,0,175
29.9,61.3,68.4,3205,54.1,0,55
19.6,79.8,21.6,4044,31.7,0,3
21.3,60.8,42.0,1622,77.5,1,153
22.7,73.1,18.8,3433,93.0,1,41
23.1,68.9,0.8,2615,35.9,0,92
22.9,79.0,97.0,3288,80.6,0,50
28.9,64.9,43.2,877,49.8,0,200
26.6,70.6,96.9,1091,39.7,0,187
25.3,69.6,14.0,3059,93.8,1,64
21.7,74.1,58.7,3062,51.0,0,64
27.9,61.4,20.1,2911,46.7,0,73
29.5,63.9,79.0,3627,67.2,0,29
27.9,64.3,78.4,1166,26.1,0,182
18.0,74.8,11.3,3417,32.5,0,42
25.6,63.8,91.2,1577,93.2,0,156
18.6,71.5,19.5,1674,67.9,1,150
21.1,64.3,61.3,1608,82.7,0,154
18.7,77.2,98.6,2826,27.1,0,79
25.2,78.8,88.2,1217,54.4,0,179
26.2,70.4,95.7,3052,97.1,0,64
19.4,67.0,34.3,1690,31.9,0,149
22.6,64.7,10.6,3317,16.0,0,48
23.5,61.0,18.8,313,51.1,1,235
22.4,65.4,50.0,729,38.8,0,209
19.5,73.1,79.3,4039,16.0,0,3
23.0,70.7,15.0,383,88.9,1,231
27.0,78.9,66.0,1788,99.1,0,143
18.9,67.9,32.4,1812,56.9,1,142
19.0,73.9,34.1,2324,77.5,1,110
22.3,69.8,66.2,1095,85.9,0,186
29.3,70.3,46.7,1152,70.1,1,183
26.0,65.4,81.2,3429,4.4,0,41
26.1,69.1,15.6,2745,15.8,0,84
22.3,69.4,79.0,1548,7.1,0,158
25.1,74.1,6.4,1864,1.0,0,138
18.1,78.8,19.4,3291,30.6,0,50
25.6,66.6,65.6,3077,39.2,0,63
29.0,60.8,85.5,750,24.1,0,208
25.4,69.9,25.3,982,6.5,0,193
28.5,70.9,32.7,2671,53.0,1,88
26.7,63.4,53.7,227,27.3,0,240
19.4,75.2,21.2,2043,79.6,1,127
28.8,79.7,81.1,1977,0.8,0,131
18.8,78.9,77.4,2064,84.3,0,126
24.4,63.9,14.5,1608,95.5,1,154
19.7,77.5,46.4,11,71.6,1,254
18.1,74.1,77.5,3669,73.4,0,26
23.1,69.1,33.7,1522,93.4,1,160
21.5,70.8,63.3,691,20.9,0,211
23.8,77.0,5.0,3705,99.5,1,24
24.9,69.6,60.9,1739,77.3,0,146
18.5,67.5,15.3,1525,72.7,1,160
19.5,69.9,83.1,69,36.1,0,250
24.7,71.6,35.5,2155,54.6,1,120
22.1,63.8,28.2,2248,65.4,1,115
26.8,78.0,84.1,3123,62.0,0,60
25.8,73.5,5.0,1572,70.5,1,157
28.1,72.7,39.7,628,8.2,0,215
26.3,62.0,37.0,3330,35.6,0,47
23.2,72.1,28.5,3553,43.4,0,33
26.1,62.4,91.2,1287,26.1,0,174
21.3,61.6,75.1,905,17.3,0,198
21.7,70.5,6.4,2350,13.9,0,108
27.5,68.1,71.5,2984,36.6,0,69
23.4,71.8,52.7,575,49.3,0,219
27.6,61.8,90.1,3625,6.3,0,29
27.9,68.6,31.3,2602,94.6,1,92
28.3,63.5,57.4,2172,76.5,0,119
29.0,79.7,50.1,3976,73.1,0,7
23.2,71.2,49.0,3341,17.3,0,46
21.8,73.7,45.6,2020,60.4,1,129
25.0,66.5,20.6,858,53.0,1,201
22.5,61.9,75.6,744,98.2,0,208
25.2,79.5,45.1,2527,74.8,1,97
26.5,65.7,95.9,2179,57.6,0,119
26.3,68.5,26.1,3073,85.1,1,63
22.5,73.0,68.3,114,15.5,0,247
20.0,60.5,94.1,480,1.5,0,225
23.2,76.2,66.3,980,69.0,0,193
19.7,70.7,87.1,1024,9.8,0,191
28.7,65.6,82.7,4075,11.5,0,1
22.2,61.2,36.0,2378,74.5,1,106
19.9,63.2,60.0,1600,27.1,0,155
18.3,77.9,15.6,941,62.9,1,196
25.7,73.7,53.6,954,91.7,0,195
25.6,65.0,23.0,4042,31.6,0,3
22.1,61.3,74.4,1660,21.7,0,151
18.9,73.8,52.8,767,10.7,0,207
22.9,71.4,41.1,2438,13.0,0,103
21.7,68.1,26.9,833,6.2,0,203
26.1,67.3,99.9,2190,8.8,0,118
25.3,64.3,7.2,2375,43.2,0,107
22.4,73.4,4.4,1781,32.1,0,144
20.6,79.4,21.7,627,70.7,1,215
29.9,63.5,97.1,376,87.0,0,231
23.4,71.9,97.9,3886,78.5,0,13
26.3,68.5,65.5,89,53.1,0,249
19.7,68.9,88.0,2855,10.2,0,77
23.8,65.1,21.4,1020,71.0,1,191
18.3,76.5,97.2,1065,36.3,0,188
24.1,69.7,14.3,1970,8.6,0,132
29.6,70.9,10.1,1058,84.2,1,189
22.6,66.1,11.2,3059,33.8,0,64
18.5,63.6,57.3,1517,21.8,0,160
18.4,61.7,78.1,4072,87.1,0,1
22.7,74.3,36.7,2600,90.2,1,93
19.9,63.9,97.8,3924,33.9,0,10
18.3,73.8,43.4,123,35.5,0,247
27.1,67.8,15.0,2104,58.0,1,123
23.5,68.3,46.6,2853,73.3,1,77
21.5,69.4,67.9,1479,6.3,0,162
28.8,67.4,83.2,2282,59.3,0,112
19.4,62.0,45.9,2655,95.3,1,89
29.5,66.2,59.4,2439,26.2,0,103
21.8,73.3,26.7,1515,90.9,1,160
28.7,73.3,64.6,3017,95.0,0,67
25.2,65.7,98.6,1854,26.9,0,139
27.9,69.2,4.9,1366,75.4,1,169
29.8,63.9,88.7,3715,23.9,0,23
21.5,64.2,56.2,3247,73.8,0,52
29.5,60.5,25.2,51,79.7,1,251
22.7,77.9,95.5,1573,24.7,0,157
22.6,64.2,48.3,1501,71.6,1,161
22.1,64.6,33.2,2536,81.2,1,97
24.5,65.6,18.1,3926,35.9,0,10
19.8,62.5,24.4,2052,16.8,0,127
24.6,72.8,83.3,3796,9.2,0,18
24.5,61.5,61.4,631,57.5,0,215
