temp_ambiente,temp_agua,humedad_ambiente,humedad_suelo,intensidad_luz,perfil,uv,riego
31.14,17.53,85.64,32.44,41.8,2,106,1
39.21,22.22,70.6,45.77,90.7,1,225,1
44.07,23.89,70.87,26.2,88.0,2,189,1
19.33,19.05,88.65,27.68,54.9,1,162,0
44.6,21.66,66.55,42.7,91.7,3,149,1
32.21,18.6,58.4,50.28,33.5,2,87,1
17.27,21.62,96.07,79.44,90.1,3,172,0
17.51,23.12,61.06,34.92,59.6,1,175,0
31.64,23.69,91.63,49.11,11.8,2,31,1
27.75,20.06,89.28,30.23,32.1,2,81,1
32.86,21.53,81.29,51.25,58.8,1,174,0
29.35,15.32,97.14,47.63,77.1,3,148,1
23.82,20.71,59.52,61.5,35.1,3,66,0
32.65,23.45,74.55,20.17,14.9,3,28,1
17.32,15.5,95.08,59.84,11.3,1,40,0
28.63,23.34,66.46,53.39,61.8,3,116,1
38.56,19.32,60.9,20.91,25.5,2,54,1
30.53,23.63,58.19,21.38,88.3,2,224,1
35.91,22.73,95.48,31.23,65.8,2,143,1
41.86,18.69,76.04,21.71,57.3,1,141,1
16.55,15.36,83.51,36.73,5.2,3,20,1
44.31,24.22,73.21,52.85,91.2,2,198,1
23.2,16.14,68.14,26.02,84.0,1,247,0
35.08,17.36,80.86,20.61,18.3,1,51,1
41.02,22.51,51.78,59.41,30.9,1,78,0
15.84,14.7,61.68,71.86,78.4,2,199,0
26.35,19.02,58.36,56.16,8.8,2,30,0
17.89,17.99,66.18,46.73,45.7,3,88,1
33.42,19.27,69.89,35.54,12.6,1,40,0
22.01,20.16,97.92,49.43,44.2,3,86,1
36.73,25.1,86.43,75.11,12.2,3,20,1
27.46,22.98,96.22,55.54,21.9,3,41,1
31.94,18.85,82.13,56.05,17.6,3,34,1
16.41,20.54,79.49,36.99,68.3,3,130,1
39.06,22.88,85.36,57.41,29.4,2,64,1
39.36,20.17,63.99,76.89,90.5,3,147,1
17.18,19.21,95.38,38.94,87.0,1,253,0
24.17,20.12,68.42,22.81,60.5,1,178,1
32.32,20.14,89.6,58.63,84.9,1,248,0
33.73,24.14,60.21,71.2,94.6,2,243,0
38.39,18.91,70.95,34.13,88.3,3,144,1
40.94,16.76,84.6,43.1,94.5,1,235,1
42.33,21.09,78.27,24.3,93.3,3,152,1
39.87,18.08,55.77,30.57,7.9,1,40,1
26.66,24.0,75.71,38.31,41.3,3,78,1
31.57,17.67,53.76,29.53,58.2,2,147,1
28.41,22.83,80.23,71.46,97.9,3,185,1
22.54,22.52,49.98,40.86,92.6,3,177,1
40.94,22.24,70.87,73.96,3.7,1,40,0
42.16,24.35,94.82,30.16,89.1,3,145,1
32.76,15.08,79.59,71.9,26.3,1,76,0
17.06,19.48,51.26,50.13,64.3,2,165,0
30.37,17.47,53.7,79.15,45.6,1,134,0
44.45,23.92,82.31,52.91,64.8,1,159,0
38.89,21.73,76.81,66.7,51.5,1,128,0
26.13,23.02,98.27,43.7,15.2,1,44,0
31.37,24.25,90.32,58.99,3.5,2,30,1
28.66,15.74,91.68,63.61,51.2,1,150,0
16.13,23.05,80.51,55.27,51.5,1,150,0
43.03,19.22,62.36,37.4,63.9,1,158,1
16.64,14.95,74.53,29.08,29.2,2,74,1
18.37,23.57,65.14,56.89,57.1,2,145,0
22.27,19.33,66.74,37.67,48.5,3,93,1
34.56,23.9,82.94,66.85,83.0,1,245,0
21.68,19.41,51.01,20.55,80.2,2,203,1
19.49,16.15,60.29,31.39,95.1,1,255,0
37.03,19.23,73.97,55.1,6.6,2,30,1
30.1,18.34,69.24,52.35,40.6,2,105,1
23.14,15.9,52.34,40.07,87.9,1,255,0
42.4,19.76,87.44,73.75,0.1,3,20,1
28.43,19.54,96.45,40.89,67.3,1,198,0
16.96,21.0,79.2,35.35,13.1,3,25,1
41.15,18.56,75.96,25.34,27.3,2,60,1
26.62,16.75,54.85,25.92,18.0,3,35,1
31.43,22.22,67.51,78.0,57.6,3,110,1
39.84,15.88,73.67,41.01,27.4,2,59,1
34.25,16.97,72.65,78.1,33.3,3,63,1
16.42,24.95,89.35,52.1,24.6,1,72,0
31.41,22.35,90.44,56.31,94.2,1,255,0
21.6,19.82,58.11,37.11,3.3,2,30,1
16.06,24.55,89.06,52.32,33.6,3,65,1
24.27,22.94,65.19,57.8,38.8,2,99,0
27.13,21.53,64.19,33.65,92.3,2,235,1
28.81,21.55,62.12,75.76,42.7,2,108,0
31.23,16.47,70.22,38.24,99.0,1,255,0
31.11,18.81,62.65,32.1,2.7,3,20,1
19.03,23.13,68.97,62.4,26.5,3,51,0
41.58,18.86,91.63,37.99,97.2,3,159,1
27.62,22.22,62.15,56.36,91.1,2,231,0
37.17,19.48,77.91,47.11,13.1,3,21,1
23.29,17.87,66.13,62.84,49.0,3,95,0
41.87,16.75,83.96,74.55,67.6,1,167,0
36.2,19.41,58.41,42.96,78.7,3,127,1
29.49,21.33,75.14,44.22,37.4,2,94,0
36.16,17.53,86.06,38.95,41.8,3,68,1
24.03,24.0,75.12,60.62,5.9,2,30,0
34.31,25.02,65.74,58.45,42.5,3,81,1
43.82,21.66,60.13,71.1,88.2,1,219,0
21.44,20.32,56.5,53.08,52.6,1,153,0
23.57,16.42,90.1,56.35,51.2,1,149,0
33.08,18.21,50.97,30.73,15.5,2,40,1
20.71,23.19,93.52,70.49,2.9,3,20,0
18.3,23.0,52.41,68.22,62.7,1,183,0
42.18,18.7,72.64,68.55,65.6,3,107,1
39.07,22.91,53.68,39.88,24.9,2,54,1
22.7,20.12,96.0,41.07,72.8,2,185,0
40.86,21.06,80.46,78.54,86.8,2,188,0
21.73,21.04,97.62,23.06,90.7,1,255,1
43.07,18.41,53.72,42.93,30.4,2,66,1
33.9,24.39,67.18,26.37,12.5,2,31,1
26.23,23.1,93.62,36.15,28.4,2,71,1
34.69,18.33,87.78,44.58,39.3,3,64,1
35.98,16.6,65.72,46.62,14.2,2,30,1
41.5,15.94,86.07,31.64,91.5,2,195,1
17.23,16.49,94.45,33.07,76.0,2,193,1
33.72,22.46,73.07,50.4,55.4,2,140,1
16.62,24.35,82.13,29.59,89.2,3,167,1
16.99,24.56,89.66,77.57,25.0,3,46,0
40.97,19.01,93.83,60.73,55.9,1,140,0
37.93,20.56,72.47,22.7,51.7,3,83,1
33.99,14.91,49.81,63.23,84.9,3,161,1
32.34,19.96,81.47,58.47,36.5,1,107,0
22.24,15.64,67.24,23.41,49.3,1,145,1
30.77,18.52,79.17,51.15,3.1,1,40,0
38.99,17.38,83.52,67.51,85.2,1,212,0
39.41,19.33,77.72,75.17,13.4,3,22,1
19.87,23.4,52.9,80.08,45.9,1,137,0
44.13,18.05,82.63,60.35,45.2,1,112,0
45.2,21.12,93.55,25.24,61.8,3,99,1
35.56,22.2,65.32,67.47,10.6,2,30,0
23.81,15.35,64.86,64.64,79.6,3,153,0
19.52,24.15,51.19,74.81,54.9,2,139,0
25.74,15.73,77.5,53.42,77.0,1,226,0
26.8,15.91,67.04,75.32,3.5,3,20,1
18.99,22.97,91.16,39.03,87.1,1,255,0
28.11,17.67,65.81,28.4,7.6,2,30,1
30.05,17.13,78.5,46.58,21.8,3,41,1
38.99,18.72,72.41,48.3,25.6,3,42,1
23.72,18.07,84.88,74.68,91.4,3,173,0
41.01,15.85,82.07,35.78,52.3,1,131,1
17.62,24.1,75.9,51.09,1.9,1,40,0
40.72,21.77,97.49,51.4,4.9,1,40,0
35.62,15.85,69.21,41.97,87.2,1,218,1
20.82,19.9,67.23,35.28,12.3,2,31,1
19.6,15.31,67.39,43.07,38.5,1,112,0
17.59,20.36,83.61,52.51,82.2,2,212,0
32.87,15.76,91.09,51.46,97.9,2,250,1
34.83,22.59,96.45,79.71,93.0,1,231,0
22.56,19.77,54.98,56.78,66.8,1,196,0
34.9,21.54,65.96,19.33,63.7,3,103,1
29.8,17.97,80.73,72.48,54.7,2,138,0
16.18,15.99,75.67,67.76,9.7,2,30,0
16.07,16.72,88.75,37.43,19.7,3,37,1
38.99,23.02,78.16,47.09,88.9,2,193,1
18.71,15.23,88.99,25.91,88.6,3,169,1
16.94,21.01,66.45,49.36,88.9,2,229,0
44.24,16.69,79.46,64.73,93.5,1,234,0
33.26,20.96,61.95,78.28,12.2,3,22,1
38.9,15.76,96.79,76.62,56.9,3,92,1
41.88,15.8,90.55,62.49,39.8,1,98,0
18.77,15.37,69.07,75.82,52.8,1,153,0
42.16,20.29,56.68,70.66,1.8,1,40,0
23.28,20.82,51.96,79.62,72.6,2,186,0
33.94,23.19,73.46,63.57,12.4,3,24,1
27.51,17.01,85.39,36.14,38.4,3,74,1
34.54,23.59,51.35,53.87,69.3,1,202,0
23.95,21.98,56.13,77.58,0.7,3,20,0
17.32,18.91,98.05,72.48,89.0,1,255,0
32.95,22.09,87.66,66.91,85.8,2,217,0
20.76,19.59,89.08,38.69,30.6,1,86,0
19.95,19.49,50.46,54.79,45.2,1,132,0
33.7,19.5,50.66,38.92,36.6,1,105,0
31.52,18.7,97.07,29.99,33.9,1,99,0
23.77,17.38,68.38,30.23,73.9,1,216,0
43.57,22.27,64.58,27.74,66.2,3,108,1
22.05,16.36,83.92,61.42,46.1,2,117,0
39.19,24.0,84.88,46.13,49.1,1,122,1
35.87,22.0,54.23,38.04,36.7,1,92,1
38.2,19.54,90.28,72.35,87.4,3,143,1
18.88,19.04,94.3,58.08,21.0,2,52,0
43.66,18.06,80.24,78.08,49.5,3,81,1
28.05,20.52,56.82,68.95,56.0,2,141,0
32.19,21.0,55.13,30.99,11.6,3,21,1
40.53,16.27,87.44,70.49,90.4,3,146,1
29.8,24.37,68.58,64.48,3.6,3,20,1
44.58,21.46,49.65,27.24,24.2,3,40,1
36.65,16.1,77.38,35.81,51.3,1,128,1
38.96,17.08,74.77,48.82,91.2,2,199,1
35.08,15.5,85.86,29.86,22.9,1,66,0
30.05,18.49,70.55,49.58,68.5,2,175,0
43.49,19.81,82.91,65.3,36.3,2,78,0
17.8,23.19,85.29,64.19,73.2,1,215,0
32.75,24.18,59.53,77.62,23.6,2,59,0
35.37,15.87,57.0,60.16,97.9,3,186,1
31.38,20.2,62.61,39.4,45.2,1,132,0
31.11,16.32,94.2,48.42,76.8,2,197,1
30.89,19.84,64.01,45.62,86.7,3,166,1
29.79,15.19,86.22,27.6,52.7,3,100,1
39.86,20.7,52.34,38.58,62.4,2,134,1
23.98,21.33,78.42,53.0,12.3,3,23,1
28.47,23.43,63.18,71.3,43.7,1,129,0
34.31,19.17,74.73,79.16,21.4,1,61,0
25.4,20.76,76.1,30.23,48.7,1,144,0
18.33,17.53,73.95,51.86,60.5,2,154,0
41.56,16.88,56.47,30.41,41.9,1,105,1
41.66,19.14,59.87,29.0,42.9,3,68,1
35.3,19.38,56.72,46.15,87.1,3,141,1
19.74,16.21,85.51,60.17,47.5,2,122,0
26.94,17.94,86.66,69.21,32.9,3,64,1
24.22,17.88,83.13,23.13,76.1,3,143,1
44.71,15.83,61.47,33.41,83.4,3,135,1
25.64,21.62,79.32,30.1,74.0,2,188,1
44.39,21.22,61.91,55.13,81.0,1,200,0
29.28,15.89,82.52,74.13,9.1,3,20,1
38.85,23.17,89.78,43.46,37.1,2,79,1
29.18,23.84,55.36,41.92,56.8,2,143,0
33.38,20.96,83.54,68.07,23.4,2,59,0
30.67,18.52,71.21,49.95,79.1,2,200,1
17.6,18.3,64.87,48.94,46.2,1,135,0
38.17,20.89,78.06,61.43,34.5,1,85,0
41.72,18.78,63.61,74.92,6.5,2,30,0
32.47,24.97,92.92,44.42,75.7,1,222,0
33.96,24.3,59.83,68.02,18.2,1,54,0
32.23,23.89,95.99,79.14,13.8,2,33,0
18.79,24.54,72.47,72.13,67.4,3,129,0
30.71,23.65,66.99,66.75,3.8,3,20,1
35.72,19.72,53.87,70.17,18.1,1,45,0
36.07,16.98,55.15,72.68,9.6,2,30,0
26.87,21.1,86.52,50.79,84.5,1,247,0
27.39,19.11,57.28,41.25,81.7,1,239,0
36.75,23.59,84.86,44.03,67.9,3,110,1
35.29,14.83,93.03,77.08,60.6,3,117,1
28.18,21.9,71.6,37.28,49.8,1,145,0
35.17,14.86,74.99,48.4,52.0,3,84,1
27.42,17.42,49.86,75.47,35.6,1,102,0
40.87,22.83,81.06,54.95,22.9,3,37,1
36.22,23.07,89.09,55.49,14.9,2,33,1
27.06,17.96,80.61,42.6,53.9,3,103,1
19.38,22.22,63.47,22.57,16.3,1,48,1
20.31,24.11,55.29,71.85,29.4,1,87,0
23.89,23.79,87.45,79.75,2.1,1,40,0
24.64,20.71,96.29,77.87,43.2,3,83,0
31.43,20.96,92.45,35.61,61.7,2,156,1
44.71,18.26,56.29,66.68,83.6,2,181,0
41.59,19.3,56.35,21.81,69.0,3,112,1
20.41,18.69,63.78,41.14,73.7,1,215,0
35.87,18.62,89.09,24.79,49.2,3,80,1
19.8,22.64,82.89,57.79,43.9,3,83,0
39.4,17.08,88.83,67.73,96.7,1,240,0
17.33,19.39,67.37,77.22,33.9,3,64,0
34.75,21.35,93.65,65.13,92.5,1,255,0
26.92,22.89,94.6,35.65,4.0,3,20,1
29.58,24.1,82.54,50.79,29.4,1,83,0
38.66,22.01,94.66,43.36,75.9,2,163,1
42.24,15.31,72.11,27.32,88.1,2,191,1
25.44,22.51,96.47,58.28,23.5,1,70,0
20.73,18.72,72.3,63.51,19.5,2,50,0
36.24,21.28,97.05,28.13,46.9,3,76,1
21.28,17.37,56.48,73.23,61.4,1,179,0
19.54,23.03,65.44,78.92,70.4,3,135,0
22.02,19.24,83.35,36.66,17.5,2,44,1
43.62,22.81,94.1,35.39,16.1,3,25,1
28.15,18.97,84.85,69.15,87.2,1,254,0
22.85,24.52,63.04,48.29,21.2,3,40,1
17.13,17.08,85.8,38.55,10.7,3,22,1
37.85,19.91,79.89,40.12,38.1,1,90,1
36.14,22.56,86.39,25.06,82.9,3,135,1
27.24,18.9,63.81,46.2,79.1,2,201,0
39.83,15.26,82.57,30.49,70.1,3,113,1
37.46,17.87,94.88,38.18,86.8,3,142,1
17.11,22.3,69.36,24.24,78.7,1,231,1
34.63,24.32,91.3,59.82,17.9,1,54,0
41.85,15.79,98.2,43.1,16.5,3,26,1
42.14,22.8,74.98,46.77,70.6,3,114,1
25.79,19.2,73.09,29.77,36.4,2,93,1
39.03,17.57,91.61,73.42,32.4,3,53,1
19.43,17.02,64.95,44.77,68.5,1,200,0
34.71,21.86,70.24,55.78,24.5,1,72,0
24.59,17.28,77.16,72.11,40.8,1,119,0
35.73,19.8,55.53,66.13,89.6,1,221,0
37.66,21.07,85.93,43.66,99.5,2,215,1
34.8,22.52,79.16,66.51,30.1,2,76,0
33.81,17.08,52.64,78.66,44.8,3,84,1
25.35,16.74,81.45,63.17,39.7,1,116,0
33.18,17.09,80.48,59.85,88.2,1,255,0
21.99,23.19,88.84,23.23,81.4,2,207,1
30.08,22.22,92.66,79.7,22.1,2,57,0
37.02,15.75,77.74,34.64,49.6,2,107,1
40.82,24.27,61.75,73.43,91.6,3,147,1
22.6,22.81,56.84,57.58,60.9,3,116,0
29.17,20.2,55.55,80.38,85.0,1,248,0
18.9,24.63,60.89,56.25,86.5,2,218,0
20.13,23.61,50.9,30.61,48.2,1,141,0
16.8,24.1,90.58,48.07,50.7,3,98,1
22.65,18.9,60.02,46.6,41.8,1,119,0
26.74,24.68,91.26,65.85,71.5,1,211,0
22.3,20.16,80.95,43.61,6.5,2,30,0
30.39,16.77,89.71,44.52,61.2,2,154,1
18.88,20.48,58.06,23.88,9.8,1,40,1
33.91,18.68,73.27,35.81,50.9,1,150,0
16.93,19.77,74.16,61.32,32.4,3,59,0
22.73,16.9,88.7,61.48,61.8,1,182,0
41.89,16.42,67.92,29.88,45.4,2,97,1
43.18,22.62,64.51,60.52,91.6,3,148,1
17.13,16.68,63.61,62.46,74.0,1,216,0
24.67,22.04,63.25,38.72,81.9,3,156,1
42.08,15.61,58.94,41.61,67.9,1,169,1
27.63,23.34,70.8,76.97,38.6,2,99,0
36.73,20.25,89.62,46.57,23.4,1,59,1
28.49,19.3,86.5,77.73,26.5,1,76,0
43.09,21.85,86.64,23.59,15.8,3,26,1
18.81,18.88,62.64,30.29,37.8,3,70,1
18.44,19.42,89.19,24.94,21.9,3,41,1
42.36,19.55,66.55,76.1,5.2,2,30,0
27.5,17.01,55.17,62.58,71.9,1,210,0
28.83,20.64,64.62,34.97,81.8,2,208,1
35.0,19.95,78.13,22.08,7.1,1,40,1
41.06,22.67,78.98,63.36,66.1,3,107,1
16.21,23.51,60.79,70.22,55.4,2,140,0
36.22,24.47,60.57,73.76,91.2,2,196,0
25.23,24.87,66.8,40.26,84.2,1,246,0
26.11,23.63,86.07,24.38,46.4,1,134,1
17.6,24.18,79.63,29.63,12.5,1,40,0
16.29,22.81,78.77,61.35,2.1,2,30,0
36.49,19.83,86.96,32.9,48.4,1,120,1
20.1,19.28,66.68,65.06,3.1,3,20,0
39.07,14.83,90.46,49.98,43.8,2,94,1
25.54,23.29,65.55,65.57,18.7,2,46,0
20.72,20.07,74.92,37.59,27.3,3,51,1
34.86,18.69,97.21,37.53,51.9,2,111,1
26.1,16.42,89.97,66.36,23.8,3,45,1
41.1,17.34,93.51,55.53,52.2,3,82,1
38.72,15.88,90.2,26.11,50.2,2,108,1
27.5,15.29,90.46,53.4,31.3,3,60,1
17.12,21.66,66.68,31.72,10.8,2,30,1
33.62,23.8,55.61,45.98,2.2,3,20,1
17.98,24.19,82.07,68.42,93.8,3,178,0
25.34,21.21,81.43,34.24,18.3,2,45,1
24.33,22.68,65.81,46.59,98.8,3,187,1
29.74,22.84,87.49,36.8,66.6,2,172,1
20.17,20.91,79.14,53.7,94.1,1,255,0
44.8,24.3,66.7,51.51,32.6,3,51,1
34.21,15.66,90.98,22.6,68.8,3,132,1
19.26,16.84,59.21,42.86,18.2,1,55,0
40.96,19.01,84.22,76.41,41.3,3,67,1
37.92,17.08,87.52,49.61,75.9,2,164,1
34.99,16.37,55.29,50.27,71.7,2,183,1
32.46,15.69,51.68,66.5,85.3,3,163,1
42.94,17.5,94.67,32.74,7.2,2,30,1
36.57,21.1,69.4,23.15,32.5,2,71,1
22.47,17.04,72.11,62.64,76.5,3,145,0
40.34,15.25,67.51,77.97,38.4,2,82,0
30.28,21.64,88.95,74.62,21.2,3,41,1
34.34,20.16,84.18,67.32,16.5,1,49,0
41.82,22.98,75.15,25.87,95.2,2,204,1
29.52,21.35,68.93,30.08,58.5,2,150,1
42.33,19.23,83.09,32.73,35.2,3,57,1
36.53,21.77,82.25,78.13,63.3,2,137,0
40.64,22.76,77.1,70.17,9.9,3,20,1
40.14,17.5,76.45,49.21,42.9,3,70,1
42.47,16.11,93.62,51.75,7.4,1,40,0
41.19,24.64,66.32,58.4,66.1,2,144,1
18.12,20.6,85.97,20.82,2.2,3,20,1
37.65,19.24,88.28,29.31,46.5,3,75,1
18.68,21.62,58.11,53.4,39.0,2,100,0
18.28,18.39,72.72,32.42,38.9,1,112,0
29.17,20.45,66.17,78.46,73.5,1,216,0
36.49,19.7,52.91,54.85,58.1,1,144,0
36.61,22.92,63.3,45.19,24.2,2,51,1
28.35,25.09,90.94,48.82,31.7,2,78,0
34.82,22.08,77.61,46.99,92.6,3,150,1
28.81,16.5,61.2,49.55,13.8,3,27,1
20.74,16.85,70.46,37.28,8.4,2,30,1
36.7,17.17,53.36,71.23,49.8,1,123,0
24.75,22.92,77.64,25.42,15.1,2,39,1
39.44,24.27,84.08,47.56,65.6,3,105,1
21.68,16.8,53.16,28.6,80.6,3,154,1
17.44,21.02,63.33,52.89,11.7,3,23,1
31.18,20.55,79.19,27.43,91.6,1,255,0
38.46,16.09,61.62,47.35,39.9,2,85,1
20.58,25.08,94.67,33.57,87.6,1,255,0
17.34,16.97,80.58,76.43,11.2,3,21,0
40.21,25.11,53.53,43.22,91.8,1,227,1
20.67,16.72,89.34,49.22,35.3,1,102,0
35.32,16.58,77.91,28.29,46.2,1,112,1
24.89,20.69,68.32,20.77,41.4,1,122,1
16.33,20.25,59.97,72.68,59.4,2,153,0
28.47,18.51,91.14,38.3,65.1,2,166,1
21.5,20.7,77.2,57.26,30.6,1,88,0
27.66,20.73,53.51,73.53,63.5,2,161,0
33.24,20.22,86.77,69.59,27.5,1,81,0
29.95,24.4,93.23,48.74,8.3,1,40,0
32.43,25.24,57.35,22.04,91.5,3,175,1
24.12,19.71,59.95,53.67,19.9,3,37,1
25.59,20.35,83.55,45.4,70.9,3,137,1
26.13,18.98,55.41,44.17,16.4,2,41,0
31.81,19.72,79.69,58.03,57.0,1,163,0
39.31,24.86,56.33,60.63,94.8,3,154,1
32.79,21.68,67.54,37.36,15.0,1,45,0
28.3,15.5,95.86,49.77,70.8,3,134,1
43.14,22.7,89.94,56.54,0.0,1,40,0
37.59,20.92,62.33,73.81,72.8,3,117,1
30.42,17.8,78.84,62.77,92.0,3,175,1
20.71,17.93,53.02,64.34,66.6,1,196,0
24.45,16.14,58.79,40.56,6.0,2,30,0
16.06,15.92,86.19,73.17,21.1,1,60,0
20.61,23.92,69.54,75.33,87.0,2,220,0
22.06,15.33,60.26,52.54,14.4,1,40,0
16.23,20.9,51.03,77.7,32.7,1,93,0
19.38,18.63,97.79,41.24,28.0,2,70,0
39.31,16.55,94.12,64.09,48.4,3,79,1
23.57,18.59,55.75,37.17,75.1,1,219,0
31.98,20.41,69.05,53.23,97.7,3,188,1
37.15,20.82,51.01,38.53,6.9,1,40,1
44.72,16.65,97.14,35.22,93.9,1,232,1
30.75,17.64,75.2,28.01,29.0,2,72,1
44.11,16.23,81.51,46.55,11.5,2,30,1
39.67,24.3,76.07,40.48,29.8,3,50,1
27.97,22.94,98.33,29.2,75.1,3,142,1
39.31,21.91,86.0,53.33,48.0,3,78,1
41.55,22.59,62.37,67.55,46.7,2,102,0
18.45,21.93,80.98,34.33,36.2,2,92,1
35.47,22.77,57.74,65.38,35.9,2,78,1
25.22,23.96,68.87,22.18,98.4,1,255,1
34.05,19.87,82.86,68.24,86.2,1,255,0
21.94,24.57,71.64,61.6,36.4,3,68,0
43.41,19.98,74.84,58.06,40.6,1,101,0
44.06,15.57,86.64,25.05,73.0,2,158,1
41.51,23.52,89.46,29.29,64.9,3,105,1
40.99,17.84,55.66,37.49,31.5,1,78,1
34.44,15.45,85.23,41.02,60.6,2,155,1
19.51,21.92,88.8,68.0,44.3,1,128,0
36.12,17.51,68.5,36.24,7.1,1,40,1
34.39,17.37,74.53,30.24,25.8,1,74,0
23.22,21.25,83.51,37.67,36.3,1,107,0
17.57,25.01,63.0,38.63,25.0,2,63,1
40.76,16.42,69.76,46.1,96.5,3,156,1
41.78,19.06,94.54,49.4,72.3,2,157,1
22.82,23.91,95.06,35.21,20.2,2,51,1
28.42,20.26,84.4,37.43,50.3,2,128,1
38.82,17.49,94.63,67.38,73.2,2,158,0
18.39,15.8,83.57,35.37,45.1,3,87,1
24.93,16.69,83.34,62.75,78.4,1,228,0
40.82,21.05,67.28,72.65,82.3,2,179,0
40.2,24.55,54.2,20.54,14.7,2,30,1
29.05,16.98,75.89,65.47,43.8,2,109,0
18.01,22.29,58.11,38.58,73.3,1,216,0
40.38,17.35,92.23,72.96,39.2,1,98,0
40.92,16.75,82.77,64.74,90.9,1,224,0
22.54,16.13,67.69,44.66,76.0,3,145,1
31.31,23.45,53.34,35.09,58.4,1,172,0
18.27,22.83,61.14,41.42,0.1,1,40,0
42.2,18.58,82.71,43.69,3.8,3,20,1
36.26,21.53,68.74,68.54,47.2,1,117,0
22.89,21.94,96.9,63.75,79.0,3,152,0
32.13,23.95,94.21,23.52,63.1,1,185,1
29.57,17.43,73.09,27.54,0.4,2,30,1
41.37,24.78,91.98,77.65,78.0,2,168,0
33.37,17.07,87.06,51.35,21.0,3,39,1
43.61,25.11,87.95,62.76,0.7,3,20,1
26.59,15.88,95.92,44.45,84.4,3,162,1
31.46,21.17,52.09,79.72,83.1,2,211,0
36.6,17.38,81.12,48.85,16.1,3,25,1
38.34,21.36,97.89,28.5,62.9,1,156,1
35.41,22.32,74.66,55.09,45.3,3,73,1
19.27,22.62,71.2,51.07,57.6,2,147,0
26.75,17.77,83.81,21.52,61.5,2,157,1
25.88,16.1,51.53,33.9,66.8,2,170,1
22.91,15.96,66.02,28.38,51.3,1,148,0
29.62,22.68,87.58,25.46,61.2,3,117,1
23.72,19.57,91.71,69.61,90.0,3,170,0
29.13,25.01,87.7,44.28,90.6,2,231,0
28.94,19.9,56.55,51.16,17.7,2,45,0
41.73,20.93,58.45,77.95,63.0,3,101,1
29.53,18.66,66.39,30.49,71.1,3,137,1
35.79,14.1,61.48,43.56,92.5,1,232,1
42.46,17.87,72.32,49.03,71.5,1,179,1
24.48,16.52,90.14,36.96,69.0,1,204,0
35.21,20.41,73.17,40.67,20.5,1,52,1
28.09,24.87,54.19,38.13,28.8,1,85,0
36.07,21.83,70.14,73.81,5.2,3,20,1
38.64,15.04,95.5,63.52,80.9,1,202,0
24.29,15.34,96.4,27.13,18.3,2,45,1
30.34,18.26,57.26,20.55,67.3,3,129,1
42.43,16.93,74.77,43.16,96.5,3,155,1
30.99,15.65,96.25,34.86,57.8,1,167,0
22.55,18.95,82.75,41.17,72.1,2,183,0
22.51,21.3,76.57,49.99,53.8,3,103,1
32.92,23.53,77.27,66.72,88.7,1,255,0
22.18,20.75,92.27,28.16,56.6,2,143,1
37.75,20.12,58.39,26.57,69.0,3,110,1
24.77,22.32,70.18,76.1,82.6,3,157,1
16.83,24.42,72.36,49.13,77.6,2,197,0
35.04,18.18,52.47,64.46,80.7,3,131,1
15.83,20.3,97.4,67.86,6.9,1,40,0
39.35,23.24,75.33,20.66,89.7,3,145,1
25.98,24.05,71.88,52.26,89.0,1,255,0
23.22,17.3,66.38,26.88,66.1,3,128,1
16.96,15.71,56.06,53.81,20.7,3,40,1
36.4,22.36,91.26,75.27,60.2,2,131,0
24.66,16.77,67.71,27.58,29.9,2,75,1
30.45,21.51,89.73,63.54,29.5,3,57,1
19.76,15.38,88.67,39.01,39.9,1,117,0
20.79,22.39,88.99,22.8,55.4,2,139,1
26.03,21.75,89.14,49.39,54.4,3,103,1
21.88,15.05,98.21,73.09,55.6,2,141,0
24.23,22.43,54.23,58.28,51.0,3,97,1
35.49,14.92,56.71,54.86,67.5,1,167,0
35.85,20.16,62.0,46.39,41.9,3,68,1
27.1,15.64,77.08,58.19,81.8,1,240,0
20.36,22.32,83.14,28.43,6.1,1,40,0
24.32,16.29,77.19,44.47,80.0,3,152,1
25.42,19.55,66.99,58.27,59.8,1,177,0
35.29,22.99,81.02,46.98,30.5,2,67,1
23.02,22.09,84.73,33.02,23.9,3,45,1
40.58,21.95,59.58,48.65,91.3,2,197,1
41.36,17.34,79.95,70.84,4.8,3,20,1
28.48,22.28,81.05,39.0,6.4,2,30,1
18.49,18.7,54.95,33.26,13.9,2,32,1
30.31,17.26,52.96,46.77,10.8,3,20,1
29.52,18.02,56.01,33.42,58.5,2,149,1
22.01,22.36,53.37,77.05,88.2,1,255,0
40.43,22.07,68.7,45.31,80.5,1,200,1
21.59,15.58,86.44,36.8,12.9,3,25,1
22.07,19.29,82.68,63.53,44.3,1,130,0
31.35,21.91,71.41,35.4,6.7,1,40,0
18.19,16.94,65.5,25.12,11.1,3,21,1
30.6,25.42,63.63,55.06,50.5,1,148,0
33.53,20.26,69.42,49.58,14.1,1,41,0
20.17,23.93,72.34,27.22,4.0,1,40,0
43.75,16.62,75.98,25.41,98.9,2,215,1
29.81,20.51,67.62,38.06,93.1,2,236,1
18.84,18.02,82.14,66.01,26.9,2,69,0
22.59,22.14,72.48,72.4,53.8,2,138,0
33.39,20.6,55.67,36.05,30.5,3,58,1
34.47,20.05,62.59,60.18,61.9,1,184,0
